timestamp,equity,open_pnl,closed_pnl,drawdown_pct,active_positions,trades_today,regime,daily_return_pct
2026-04-06T11:54:11.612256,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:12.624174,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:13.642960,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:14.658035,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:15.671952,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:16.686446,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:17.697062,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:18.710186,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:19.724415,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:20.742388,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:21.756599,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:22.768261,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:23.781544,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:24.800560,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:25.813758,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:26.825501,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:27.841360,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:28.852284,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:29.864113,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:30.878814,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:31.893603,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:32.908860,10000000.0,0,0.0,0.0,0,0,?,0.0
2026-04-06T11:54:33.923337,10000000.0,0,0.0,0.0,0,0,?,0.0
